0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
0,114,99,115,0,0,0,6,6,6,0,22,7,7,7,7,23,0,0,0,6,6,6,0,0,0,0,0,0,0,0,137
0,99,99,99,0,0,0,0,0,22,7,7,7,7,7,7,7,23,0,0,0,0,0,0,0,0,0,6,0,0,0,137
0,130,99,131,0,6,0,0,0,7,7,7,7,7,7,7,7,39,0,0,0,0,0,0,0,0,0,6,0,0,0,137
0,0,0,0,6,6,0,0,0,38,7,7,7,7,7,7,39,0,0,0,0,0,0,0,0,0,0,6,0,0,0,137
0,0,0,6,6,6,0,0,0,0,0,102,102,102,102,102,102,102,0,0,0,24,9,8,0,0,0,6,6,0,0,137
0,0,6,6,0,0,0,0,0,0,102,102,107,107,107,107,107,102,0,0,24,9,9,0,0,0,0,6,6,0,0,137
0,0,0,0,0,4,0,0,0,102,102,107,107,107,107,107,107,102,102,0,9,9,9,25,0,0,0,6,6,0,0,137
0,0,0,0,0,5,21,20,5,102,107,107,107,107,107,107,107,107,102,0,40,9,9,41,0,0,0,0,0,0,0,137
0,55,55,55,20,37,36,37,36,102,107,107,107,107,107,107,107,107,102,0,0,0,0,0,0,0,0,0,0,0,0,137
55,55,55,55,0,0,0,0,0,102,102,107,107,107,107,107,107,107,102,0,0,0,0,0,0,0,0,0,0,0,0,137
55,55,55,55,55,0,0,0,0,0,102,107,107,107,107,107,107,107,102,0,0,8,0,0,0,8,0,0,0,0,0,137
55,55,55,55,55,0,0,0,0,0,102,102,102,102,107,107,102,102,102,0,0,0,0,0,0,0,0,0,6,0,0,137
55,55,55,55,55,0,116,101,117,0,0,0,0,102,102,102,102,0,0,0,0,0,0,8,0,0,0,0,6,0,0,137
55,55,55,0,0,116,101,101,101,0,0,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,137
0,0,0,0,0,101,101,101,101,0,0,49,49,0,0,0,0,0,0,0,0,144,144,0,0,0,0,6,0,0,0,137
0,6,0,0,0,132,101,101,133,0,0,80,81,0,0,0,0,0,0,0,160,145,145,161,0,0,0,6,0,0,0,137
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,160,161,0,0,144,145,145,145,145,144,0,6,0,0,0,0,137
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,176,177,0,0,144,145,145,145,145,144,0,0,0,0,0,0,137
0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,176,145,145,177,0,0,0,0,0,0,0,137
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,0,0,0,137
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
